,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
4262,Paredes,2023,3,Porto,10321,22502,472,0,7,244,212,136,73,25335,340,6906,242,1144,32823
4263,Paredes,2023,4,Porto,10140,22683,347,0,2,260,250,76,77,25335,340,6906,242,1012,32823
4264,Paredes,2023,5,Porto,9734,23089,561,0,0,352,268,111,99,25335,340,6906,242,1391,32823
4265,Paredes,2023,6,Porto,9571,23373,86,0,1,291,245,121,74,25411,341,6947,245,818,32944
4266,Paredes,2023,7,Porto,9217,23769,14,0,4,288,248,123,115,25448,341,6969,228,792,32986
4267,Paredes,2023,8,Porto,9211,23793,9,0,36,263,220,118,81,25470,341,6971,222,727,33004
4268,Paredes,2023,9,Porto,8801,24232,14,0,1,187,170,143,83,25514,341,6963,215,598,33033
4269,Paredes,2023,10,Porto,6986,26079,25,0,2,324,237,133,85,25544,341,6969,211,806,33065
4270,Paredes,2023,11,Porto,5334,27787,11,0,10,455,348,170,58,25573,342,6987,219,1052,33121
4271,Paredes,2023,12,Porto,4342,28801,7,0,11,241,199,176,43,25586,342,6997,218,677,33143
4272,Paredes,2024,1,Porto,3641,29536,14,1,3,344,235,200,54,25631,342,7001,203,851,33177
4273,Paredes,2024,2,Porto,2718,30462,10,0,0,182,152,82,21,25635,342,7002,201,447,33180
4274,Paredes,2024,3,Porto,2365,30861,21,0,2,256,216,144,60,25657,343,7019,207,699,33226
4275,Paredes de Coura,2022,3,Viana do Castelo,4920,1597,0,0,0,6,5,3,0,5514,113,843,47,14,6517
4276,Paredes de Coura,2022,4,Viana do Castelo,4916,1601,1,0,0,5,4,9,1,5514,113,842,48,20,6517
4277,Paredes de Coura,2022,5,Viana do Castelo,4358,2164,0,0,0,6,4,5,5,5518,113,844,47,20,6522
4278,Paredes de Coura,2022,6,Viana do Castelo,4295,2234,0,0,0,9,7,9,3,5525,113,844,47,28,6529
4279,Paredes de Coura,2022,7,Viana do Castelo,4125,2430,0,0,0,14,11,10,0,5536,113,847,59,35,6555
4280,Paredes de Coura,2022,8,Viana do Castelo,4122,2432,1,0,0,18,16,12,4,5547,113,845,49,51,6554
4281,Paredes de Coura,2022,9,Viana do Castelo,3990,2563,1,0,0,14,10,6,6,5547,113,847,46,37,6553
4282,Paredes de Coura,2022,10,Viana do Castelo,3739,2814,4,0,0,12,13,17,6,5547,113,847,46,52,6553
4283,Paredes de Coura,2022,11,Viana do Castelo,3765,2794,124,0,0,16,11,15,4,5551,113,846,49,170,6559
4284,Paredes de Coura,2022,12,Viana do Castelo,3675,2887,114,0,1,15,12,11,5,5554,113,846,49,158,6562
4285,Paredes de Coura,2023,1,Viana do Castelo,3652,2904,91,0,4,14,14,23,5,5557,113,846,40,151,6556
4286,Paredes de Coura,2023,2,Viana do Castelo,3677,2885,160,0,0,12,10,13,2,5558,113,849,42,197,6562
4287,Paredes de Coura,2023,3,Viana do Castelo,3588,2975,49,0,0,13,11,17,1,5557,113,849,44,91,6563
4288,Paredes de Coura,2023,4,Viana do Castelo,3419,3145,33,0,0,14,14,9,4,5558,113,849,44,74,6564
4289,Paredes de Coura,2023,5,Viana do Castelo,2816,3748,46,0,0,21,15,19,4,5558,113,849,44,105,6564
4290,Paredes de Coura,2023,6,Viana do Castelo,2520,4061,82,0,0,19,15,13,3,5564,113,851,53,132,6581
4291,Paredes de Coura,2023,7,Viana do Castelo,2266,4328,1,0,1,17,14,20,7,5567,113,854,60,60,6594
4292,Paredes de Coura,2023,8,Viana do Castelo,2159,4430,5,0,1,13,12,35,6,5572,113,853,51,72,6589
4293,Paredes de Coura,2023,9,Viana do Castelo,2139,4456,8,0,0,12,10,17,4,5578,113,853,51,51,6595
4294,Paredes de Coura,2023,10,Viana do Castelo,2019,4575,20,0,0,25,15,27,7,5583,113,853,45,94,6594
4295,Paredes de Coura,2023,11,Viana do Castelo,2031,4565,1,0,0,18,12,13,12,5582,113,853,48,56,6596
4296,Paredes de Coura,2023,12,Viana do Castelo,2043,4556,1,0,0,14,13,39,3,5580,113,856,50,70,6599
4297,Paredes de Coura,2024,1,Viana do Castelo,1868,4729,2,0,0,29,22,21,6,5581,113,858,45,80,6597
4298,Paredes de Coura,2024,2,Viana do Castelo,1696,4899,0,0,0,15,8,19,2,5579,113,859,44,44,6595
4299,Paredes de Coura,2024,3,Viana do Castelo,1656,4944,0,0,1,12,14,12,5,5582,113,861,44,44,6600
4300,Paços de Ferreira,2022,3,Porto,13328,12283,12,0,0,21,13,18,6,19092,262,6044,213,70,25611
4301,Paços de Ferreira,2022,4,Porto,13529,12113,15,0,0,78,72,26,42,19118,262,6057,205,233,25642
4302,Paços de Ferreira,2022,5,Porto,13238,12449,13,0,0,77,62,34,31,19137,262,6071,217,217,25687
4303,Paços de Ferreira,2022,6,Porto,13392,12360,8,0,0,91,81,22,61,19190,262,6076,224,263,25752
4304,Paços de Ferreira,2022,7,Porto,13246,12533,11,0,0,85,76,28,41,19216,262,6086,215,241,25779
4305,Paços de Ferreira,2022,8,Porto,13262,12529,3,0,0,104,85,51,48,19243,262,6080,206,291,25791
4306,Paços de Ferreira,2022,9,Porto,13030,12770,8,0,0,70,66,56,32,19257,262,6081,200,232,25800
4307,Paços de Ferreira,2022,10,Porto,12838,12986,29,0,0,59,54,47,40,19285,262,6084,193,229,25824
4308,Paços de Ferreira,2022,11,Porto,12821,13026,149,0,0,124,73,50,37,19310,262,6081,194,433,25847
4309,Paços de Ferreira,2022,12,Porto,12723,13163,325,0,1,74,64,70,56,19335,262,6088,201,590,25886
4310,Paços de Ferreira,2023,1,Porto,12489,13425,281,0,3,130,87,68,59,19351,262,6106,195,628,25914
4311,Paços de Ferreira,2023,2,Porto,12215,13716,153,1,0,112,77,65,38,19361,263,6108,199,446,25931
4312,Paços de Ferreira,2023,3,Porto,10926,15025,272,0,2,110,89,73,53,19373,263,6116,199,599,25951
4313,Paços de Ferreira,2023,4,Porto,10091,15861,632,0,0,136,104,44,54,19373,263,6117,199,970,25952
4314,Paços de Ferreira,2023,5,Porto,9420,16532,770,0,0,214,159,70,70,19373,263,6117,199,1283,25952
4315,Paços de Ferreira,2023,6,Porto,8956,17199,139,0,0,188,147,70,79,19476,264,6160,255,623,26155
4316,Paços de Ferreira,2023,7,Porto,8321,17814,6,0,0,159,124,77,90,19506,264,6154,211,456,26135
4317,Paços de Ferreira,2023,8,Porto,8194,17960,12,0,10,165,130,96,54,19527,264,6165,198,467,26154
4318,Paços de Ferreira,2023,9,Porto,6956,19198,7,0,1,135,109,72,46,19533,264,6162,195,370,26154
4319,Paços de Ferreira,2023,10,Porto,6243,19971,18,0,0,228,165,97,72,19577,264,6171,202,580,26214
4320,Paços de Ferreira,2023,11,Porto,5075,21161,6,0,1,307,236,119,33,19596,264,6175,201,702,26236
4321,Paços de Ferreira,2023,12,Porto,3182,23081,9,0,0,173,119,100,17,19617,265,6173,208,418,26263
4322,Paços de Ferreira,2024,1,Porto,2799,23511,7,0,2,295,201,132,48,19660,265,6186,199,685,26310
4323,Paços de Ferreira,2024,2,Porto,2175,24153,10,0,0,140,99,74,10,19680,265,6185,198,333,26328
4324,Paços de Ferreira,2024,3,Porto,2067,24285,9,0,1,183,143,95,33,19702,267,6195,188,464,26352
4325,Pedrógão Grande,2022,3,Leiria,2264,1565,0,0,0,3,2,2,1,2975,66,773,15,8,3829
4326,Pedrógão Grande,2022,4,Leiria,2261,1573,2,0,0,3,4,4,3,2980,66,773,15,16,3834
4327,Pedrógão Grande,2022,5,Leiria,2207,1617,1,0,0,3,2,3,5,2977,66,767,14,14,3824
4328,Pedrógão Grande,2022,6,Leiria,2169,1649,1,0,0,8,3,4,5,2973,66,765,14,21,3818
4329,Pedrógão Grande,2022,7,Leiria,2156,1661,1,0,0,5,1,4,2,2972,66,765,14,13,3817
4330,Pedrógão Grande,2022,8,Leiria,2132,1692,0,0,0,16,7,3,2,2979,66,765,14,28,3824
4331,Pedrógão Grande,2022,9,Leiria,2241,1586,1,0,0,8,5,8,2,2982,66,764,15,24,3827
4332,Pedrógão Grande,2022,10,Leiria,2038,1789,4,0,0,5,5,3,5,2985,66,762,14,22,3827
4333,Pedrógão Grande,2022,11,Leiria,2072,1751,38,0,0,16,10,8,6,2985,66,760,12,78,3823
4334,Pedrógão Grande,2022,12,Leiria,1990,1833,52,0,0,13,10,4,7,2985,66,758,14,86,3823
4335,Pedrógão Grande,2023,1,Leiria,2105,1717,47,0,0,16,8,14,8,2985,66,759,12,93,3822
4336,Pedrógão Grande,2023,2,Leiria,1979,1847,105,0,0,5,10,7,2,2988,66,759,13,129,3826
4337,Pedrógão Grande,2023,3,Leiria,1836,1988,27,1,0,14,10,9,2,2990,66,756,12,63,3824
4338,Pedrógão Grande,2023,4,Leiria,1815,2009,57,0,0,20,15,8,3,2990,66,756,12,103,3824
4339,Pedrógão Grande,2023,5,Leiria,1665,2159,28,0,0,15,11,4,7,2990,66,756,12,65,3824
4340,Pedrógão Grande,2023,6,Leiria,1523,2309,11,0,0,20,12,9,3,2995,66,766,5,55,3832
4341,Pedrógão Grande,2023,7,Leiria,1339,2489,1,0,1,20,17,11,7,2994,66,764,4,57,3828
4342,Pedrógão Grande,2023,8,Leiria,1178,2648,1,0,4,20,18,11,6,2992,66,763,5,60,3826
4343,Pedrógão Grande,2023,9,Leiria,1114,2708,0,0,1,11,10,9,3,2991,66,761,4,34,3822
4344,Pedrógão Grande,2023,10,Leiria,1063,2761,2,0,0,15,15,6,6,2991,66,763,4,44,3824
4345,Pedrógão Grande,2023,11,Leiria,1037,2792,3,0,0,23,17,11,4,2993,66,766,4,58,3829
4346,Pedrógão Grande,2023,12,Leiria,1025,2809,0,0,0,18,13,11,5,2996,66,767,5,47,3834
4347,Pedrógão Grande,2024,1,Leiria,1025,2803,0,0,1,18,15,12,4,2993,66,767,2,50,3828
4348,Pedrógão Grande,2024,2,Leiria,1076,2748,0,0,0,14,8,6,0,2993,66,763,2,28,3824
4349,Pedrógão Grande,2024,3,Leiria,921,2904,0,0,1,24,15,8,6,2992,66,764,3,54,3825
4350,Penacova,2022,3,Coimbra,5552,3173,1,0,0,4,5,3,0,7340,141,1213,31,13,8725
4351,Penacova,2022,4,Coimbra,5458,3267,1,0,0,14,11,4,2,7342,141,1211,31,32,8725
4352,Penacova,2022,5,Coimbra,5368,3351,6,0,0,17,14,5,9,7339,141,1211,28,51,8719
4353,Penacova,2022,6,Coimbra,5342,3377,4,0,0,22,18,7,8,7337,141,1213,28,59,8719
4354,Penacova,2022,7,Coimbra,5272,3458,2,0,0,12,9,4,6,7340,141,1218,31,33,8730
4355,Penacova,2022,8,Coimbra,5210,3518,5,0,0,22,19,3,5,7344,141,1214,29,54,8728
4356,Penacova,2022,9,Coimbra,5159,3574,1,0,0,13,13,9,2,7349,141,1213,30,38,8733
4357,Penacova,2022,10,Coimbra,5136,3593,10,0,0,13,14,7,3,7350,141,1211,27,47,8729
4358,Penacova,2022,11,Coimbra,5167,3569,63,0,0,12,8,11,0,7356,141,1212,27,94,8736
4359,Penacova,2022,12,Coimbra,5081,3654,49,0,3,13,10,14,7,7358,141,1210,26,96,8735
4360,Penacova,2023,1,Coimbra,5033,3721,106,0,0,18,15,10,2,7371,141,1214,28,151,8754
4361,Penacova,2023,2,Coimbra,5022,3724,39,0,0,13,10,8,4,7364,141,1216,25,74,8746
4362,Penacova,2023,3,Coimbra,4942,3801,74,0,2,13,12,4,6,7361,141,1216,25,111,8743
4363,Penacova,2023,4,Coimbra,4901,3841,70,0,0,16,13,6,3,7361,141,1215,25,108,8742
4364,Penacova,2023,5,Coimbra,4853,3889,158,0,0,18,13,8,7,7361,141,1215,25,204,8742
4365,Penacova,2023,6,Coimbra,4811,3932,14,0,0,15,19,7,9,7362,141,1214,26,64,8743
4366,Penacova,2023,7,Coimbra,4650,4112,2,0,0,31,17,12,13,7375,141,1218,28,75,8762
4367,Penacova,2023,8,Coimbra,4603,4162,3,0,3,32,23,16,8,7380,141,1220,24,85,8765
4368,Penacova,2023,9,Coimbra,4553,4214,5,0,1,17,17,12,10,7380,141,1220,26,62,8767
4369,Penacova,2023,10,Coimbra,4369,4402,8,0,0,28,19,15,9,7385,141,1223,22,79,8771
4370,Penacova,2023,11,Coimbra,4205,4570,0,0,1,37,27,7,11,7385,141,1226,23,83,8775
4371,Penacova,2023,12,Coimbra,4055,4721,1,0,0,28,21,12,7,7384,141,1226,25,69,8776
4372,Penacova,2024,1,Coimbra,3787,4987,3,0,0,38,27,22,8,7383,141,1226,24,98,8774
4373,Penacova,2024,2,Coimbra,3306,5460,3,0,1,21,16,7,5,7375,143,1226,22,53,8766
4374,Penacova,2024,3,Coimbra,2984,5789,1,0,2,33,22,13,8,7382,143,1225,23,79,8773
4375,Penafiel,2022,3,Porto,18659,16299,9,0,0,31,29,27,11,27789,379,6473,317,107,34958
4376,Penafiel,2022,4,Porto,18941,16046,15,0,0,81,86,50,27,27812,380,6482,313,259,34987
4377,Penafiel,2022,5,Porto,18482,16529,12,0,0,111,72,41,35,27828,380,6496,307,271,35011
4378,Penafiel,2022,6,Porto,18400,16666,4,0,0,97,94,31,25,27872,380,6508,306,251,35066
4379,Penafiel,2022,7,Porto,18239,16877,6,0,0,88,66,32,19,27900,382,6519,315,211,35116
4380,Penafiel,2022,8,Porto,18142,17006,5,0,0,120,106,53,34,27921,382,6535,310,318,35148
4381,Penafiel,2022,9,Porto,17961,17209,7,1,0,95,82,61,25,27935,382,6526,327,271,35170
4382,Penafiel,2022,10,Porto,17853,17345,30,0,0,72,62,58,20,27951,382,6527,338,242,35198
4383,Penafiel,2022,11,Porto,17992,17225,132,0,0,95,71,48,23,27983,382,6528,324,369,35217
4384,Penafiel,2022,12,Porto,17791,17481,245,0,1,81,71,50,18,27997,382,6535,358,466,35272
4385,Penafiel,2023,1,Porto,17680,17563,314,0,1,117,93,79,26,28026,382,6535,300,630,35243
4386,Penafiel,2023,2,Porto,17496,17794,300,0,0,108,90,65,29,28070,382,6546,292,592,35290
4387,Penafiel,2023,3,Porto,16787,18541,489,0,9,118,102,98,30,28102,382,6559,285,846,35328
4388,Penafiel,2023,4,Porto,16410,18918,336,0,1,132,118,61,33,28102,382,6559,285,681,35328
4389,Penafiel,2023,5,Porto,16216,19112,678,0,0,156,125,50,42,28102,382,6559,285,1051,35328
4390,Penafiel,2023,6,Porto,15338,20124,228,0,0,142,118,60,40,28203,382,6602,275,588,35462
4391,Penafiel,2023,7,Porto,14507,20995,12,0,2,140,125,74,58,28245,382,6616,259,411,35502
4392,Penafiel,2023,8,Porto,14275,21264,17,0,15,153,125,74,41,28278,382,6627,252,425,35539
4393,Penafiel,2023,9,Porto,13970,21600,16,0,3,116,97,74,36,28293,382,6632,263,342,35570
4394,Penafiel,2023,10,Porto,13780,21821,33,0,0,177,130,107,27,28310,382,6636,273,474,35601
4395,Penafiel,2023,11,Porto,13470,22175,8,1,0,222,163,116,44,28374,384,6640,247,554,35645
4396,Penafiel,2023,12,Porto,13043,22655,8,0,4,139,111,113,29,28388,384,6643,283,404,35698
4397,Penafiel,2024,1,Porto,12876,22814,9,0,2,187,118,144,27,28416,384,6650,240,487,35690
4398,Penafiel,2024,2,Porto,11547,24134,4,0,2,96,84,67,17,28417,384,6636,244,270,35681
4399,Penafiel,2024,3,Porto,9976,25745,27,0,1,149,126,119,34,28436,386,6652,247,456,35721
4400,Penalva do Castelo,2022,3,Viseu,4142,1753,1,0,0,0,0,2,0,4622,110,1133,30,3,5895
4401,Penalva do Castelo,2022,4,Viseu,4141,1752,3,0,0,4,4,8,1,4621,110,1133,29,20,5893
4402,Penalva do Castelo,2022,5,Viseu,4032,1865,0,0,0,3,3,3,3,4622,110,1136,29,12,5897
4403,Penalva do Castelo,2022,6,Viseu,4049,1847,0,0,0,8,5,1,0,4621,110,1135,30,14,5896
4404,Penalva do Castelo,2022,7,Viseu,3877,2029,2,0,0,7,7,6,0,4628,110,1137,31,22,5906
4405,Penalva do Castelo,2022,8,Viseu,3838,2085,0,0,0,14,14,4,2,4642,111,1138,32,34,5923
4406,Penalva do Castelo,2022,9,Viseu,3802,2120,0,0,0,8,3,5,3,4640,111,1137,34,19,5922
4407,Penalva do Castelo,2022,10,Viseu,3645,2283,2,0,0,5,8,5,3,4646,111,1137,34,23,5928
4408,Penalva do Castelo,2022,11,Viseu,3807,2122,24,0,0,13,13,11,0,4646,111,1136,36,61,5929
4409,Penalva do Castelo,2022,12,Viseu,3597,2331,103,0,3,7,9,8,3,4643,111,1137,37,133,5928
4410,Penalva do Castelo,2023,1,Viseu,3510,2418,48,0,2,14,10,4,2,4643,111,1137,37,80,5928
4411,Penalva do Castelo,2023,2,Viseu,3513,2410,53,0,0,9,9,11,0,4639,111,1138,35,82,5923
4412,Penalva do Castelo,2023,3,Viseu,3365,2560,47,0,1,6,5,8,1,4640,111,1141,33,68,5925
4413,Penalva do Castelo,2023,4,Viseu,3175,2750,217,0,0,15,10,7,4,4640,111,1141,33,253,5925
4414,Penalva do Castelo,2023,5,Viseu,2980,2945,243,0,0,15,8,10,4,4640,111,1141,33,280,5925
4415,Penalva do Castelo,2023,6,Viseu,2866,3072,41,0,0,12,14,7,5,4646,111,1150,31,79,5938
4416,Penalva do Castelo,2023,7,Viseu,2650,3306,3,0,1,11,10,18,5,4660,111,1153,32,48,5956
4417,Penalva do Castelo,2023,8,Viseu,2629,3331,3,0,2,14,10,13,9,4664,111,1154,31,51,5960
4418,Penalva do Castelo,2023,9,Viseu,2421,3541,2,0,0,14,11,11,3,4667,111,1156,28,41,5962
4419,Penalva do Castelo,2023,10,Viseu,2262,3704,6,0,0,23,23,13,7,4667,111,1159,29,72,5966
4420,Penalva do Castelo,2023,11,Viseu,1720,4242,2,0,0,24,16,12,5,4660,111,1162,29,59,5962
4421,Penalva do Castelo,2023,12,Viseu,560,5410,1,0,0,10,9,14,9,4668,111,1164,27,43,5970
4422,Penalva do Castelo,2024,1,Viseu,532,5436,2,0,6,31,22,27,4,4668,112,1160,28,92,5968
4423,Penalva do Castelo,2024,2,Viseu,426,5548,4,0,0,16,14,10,4,4672,112,1159,31,48,5974
4424,Penalva do Castelo,2024,3,Viseu,372,5601,1,0,0,16,13,14,2,4669,112,1161,31,46,5973
4425,Penamacor,2022,3,Castelo Branco,3675,2739,2,0,0,1,1,3,3,4894,118,1386,16,10,6414
4426,Penamacor,2022,4,Castelo Branco,3660,2752,1,0,0,12,10,11,8,4891,118,1387,16,42,6412
4427,Penamacor,2022,5,Castelo Branco,3541,2850,0,0,0,17,11,11,9,4869,118,1387,17,48,6391
4428,Penamacor,2022,6,Castelo Branco,3540,2849,2,0,0,19,16,9,5,4867,118,1388,16,51,6389
4429,Penamacor,2022,7,Castelo Branco,3402,2991,1,0,0,16,13,4,5,4868,118,1389,18,39,6393
4430,Penamacor,2022,8,Castelo Branco,3364,3040,0,0,0,17,14,9,6,4878,118,1390,18,46,6404
4431,Penamacor,2022,9,Castelo Branco,3345,3058,1,0,0,10,9,8,7,4878,118,1391,16,35,6403
4432,Penamacor,2022,10,Castelo Branco,3265,3138,6,0,0,14,12,4,8,4876,118,1393,16,44,6403
4433,Penamacor,2022,11,Castelo Branco,3218,3189,43,0,0,13,11,9,3,4877,118,1394,18,79,6407
4434,Penamacor,2022,12,Castelo Branco,3129,3275,197,0,2,19,15,15,3,4874,118,1394,18,251,6404
4435,Penamacor,2023,1,Castelo Branco,2960,3437,103,1,4,22,15,12,3,4870,118,1393,16,160,6397
4436,Penamacor,2023,2,Castelo Branco,2926,3469,66,0,2,21,16,13,5,4872,118,1391,14,123,6395
4437,Penamacor,2023,3,Castelo Branco,2672,3721,100,0,0,17,17,13,7,4867,118,1394,14,154,6393
4438,Penamacor,2023,4,Castelo Branco,2572,3821,79,1,0,27,13,10,4,4867,118,1394,14,134,6393
4439,Penamacor,2023,5,Castelo Branco,2446,3947,149,0,0,22,22,14,13,4867,118,1394,14,220,6393
4440,Penamacor,2023,6,Castelo Branco,2387,4025,24,0,0,18,15,13,5,4878,118,1399,17,75,6412
4441,Penamacor,2023,7,Castelo Branco,2233,4187,0,0,0,21,22,13,11,4885,118,1400,17,67,6420
4442,Penamacor,2023,8,Castelo Branco,2190,4234,2,0,4,37,25,11,8,4883,118,1404,19,87,6424
4443,Penamacor,2023,9,Castelo Branco,2012,4403,5,0,0,21,24,11,3,4874,118,1406,17,64,6415
4444,Penamacor,2023,10,Castelo Branco,1911,4502,4,0,0,19,16,11,12,4874,118,1406,15,62,6413
4445,Penamacor,2023,11,Castelo Branco,1798,4613,1,0,0,21,17,12,8,4869,118,1405,19,59,6411
4446,Penamacor,2023,12,Castelo Branco,1681,4725,0,0,0,22,15,11,4,4863,118,1403,22,52,6406
4447,Penamacor,2024,1,Castelo Branco,1351,5053,1,0,0,30,24,24,8,4865,118,1404,17,87,6404
4448,Penamacor,2024,2,Castelo Branco,1039,5361,0,0,1,15,12,5,3,4858,118,1406,18,36,6400
4449,Penamacor,2024,3,Castelo Branco,735,5671,6,0,0,19,13,14,5,4860,118,1409,19,57,6406
4450,Penedono,2022,3,Viseu,1788,1004,0,0,0,2,1,1,0,2325,54,405,8,4,2792
4451,Penedono,2022,4,Viseu,1836,953,0,0,0,0,0,1,1,2320,54,407,8,2,2789
4452,Penedono,2022,5,Viseu,1737,1047,0,0,0,9,4,2,1,2314,54,407,9,16,2784
4453,Penedono,2022,6,Viseu,1693,1097,0,0,0,1,5,5,4,2317,54,407,12,15,2790
4454,Penedono,2022,7,Viseu,1664,1125,0,0,0,4,4,5,0,2320,54,407,8,13,2789
4455,Penedono,2022,8,Viseu,1642,1145,0,0,0,3,2,4,3,2316,54,408,9,12,2787
4456,Penedono,2022,9,Viseu,1658,1130,0,0,0,7,6,0,1,2317,54,408,9,14,2788
4457,Penedono,2022,10,Viseu,1678,1116,0,0,0,2,1,2,4,2319,54,412,9,9,2794
4458,Penedono,2022,11,Viseu,1659,1132,16,0,0,0,0,4,3,2316,54,413,8,23,2791
4459,Penedono,2022,12,Viseu,1715,1076,12,0,0,6,6,6,0,2316,54,412,9,30,2791
4460,Penedono,2023,1,Viseu,1645,1151,78,0,0,7,5,5,1,2321,54,413,8,96,2796
4461,Penedono,2023,2,Viseu,1600,1200,30,0,1,3,2,4,3,2324,54,415,7,43,2800
4462,Penedono,2023,3,Viseu,1498,1301,35,0,1,6,3,1,6,2323,54,415,7,52,2799
4463,Penedono,2023,4,Viseu,1396,1403,10,0,0,6,4,1,4,2323,54,415,7,25,2799
4464,Penedono,2023,5,Viseu,1270,1529,81,0,1,7,8,3,3,2323,54,415,7,103,2799
4465,Penedono,2023,6,Viseu,1250,1554,15,0,0,11,7,8,3,2322,54,417,11,44,2804
4466,Penedono,2023,7,Viseu,1192,1620,2,0,0,11,6,4,5,2327,54,421,10,28,2812
4467,Penedono,2023,8,Viseu,1154,1659,0,0,1,7,8,9,5,2327,54,421,11,30,2813
4468,Penedono,2023,9,Viseu,1080,1731,0,0,0,5,3,2,3,2328,54,421,8,13,2811
4469,Penedono,2023,10,Viseu,913,1894,0,0,0,8,6,11,2,2325,54,420,8,27,2807
4470,Penedono,2023,11,Viseu,796,2014,1,0,0,14,12,4,3,2324,56,421,9,34,2810
4471,Penedono,2023,12,Viseu,701,2111,0,0,0,12,9,13,3,2321,56,426,9,37,2812
4472,Penedono,2024,1,Viseu,671,2141,2,0,0,13,9,11,5,2320,56,428,8,40,2812
4473,Penedono,2024,2,Viseu,578,2230,1,0,0,7,7,4,0,2317,57,427,7,19,2808
4474,Penedono,2024,3,Viseu,544,2266,3,1,0,11,10,7,7,2317,57,430,6,39,2810
4475,Penela,2022,3,Coimbra,2484,1571,0,0,0,5,1,2,4,3316,83,638,18,12,4055
4476,Penela,2022,4,Coimbra,2423,1631,4,0,0,5,6,3,4,3315,83,638,18,22,4054
4477,Penela,2022,5,Coimbra,2303,1743,1,0,0,9,4,1,3,3308,83,638,17,18,4046
4478,Penela,2022,6,Coimbra,2234,1811,1,0,0,10,11,8,2,3307,83,638,17,32,4045
4479,Penela,2022,7,Coimbra,2116,1933,0,0,0,12,10,5,5,3313,83,636,17,32,4049
4480,Penela,2022,8,Coimbra,2095,1956,0,0,0,16,10,13,7,3314,83,637,17,46,4051
4481,Penela,2022,9,Coimbra,2059,2011,0,0,0,8,7,7,3,3319,83,637,31,25,4070
4482,Penela,2022,10,Coimbra,1967,2088,8,0,0,10,10,8,2,3320,83,636,16,38,4055
4483,Penela,2022,11,Coimbra,2079,1972,58,0,0,11,9,10,3,3315,83,637,16,91,4051
4484,Penela,2022,12,Coimbra,1992,2061,135,0,0,12,7,11,4,3315,83,638,17,169,4053
4485,Penela,2023,1,Coimbra,1876,2173,146,0,3,17,16,14,6,3313,83,639,14,202,4049
4486,Penela,2023,2,Coimbra,1881,2165,33,0,1,16,12,8,8,3310,83,640,13,78,4046
4487,Penela,2023,3,Coimbra,1563,2483,62,0,0,23,20,10,4,3308,83,641,14,119,4046
4488,Penela,2023,4,Coimbra,1398,2648,152,0,0,22,14,3,7,3308,83,641,14,198,4046
4489,Penela,2023,5,Coimbra,1272,2774,169,0,0,31,21,10,10,3308,83,641,14,241,4046
4490,Penela,2023,6,Coimbra,1176,2893,6,0,0,19,19,12,14,3322,83,645,19,70,4069
4491,Penela,2023,7,Coimbra,964,3103,5,0,0,26,16,9,10,3321,83,645,18,66,4067
4492,Penela,2023,8,Coimbra,800,3276,3,0,3,15,18,11,10,3329,83,644,20,60,4076
4493,Penela,2023,9,Coimbra,653,3437,5,0,1,21,19,10,8,3329,83,643,35,64,4090
4494,Penela,2023,10,Coimbra,658,3418,7,0,0,28,13,11,11,3329,83,647,17,70,4076
4495,Penela,2023,11,Coimbra,633,3446,3,0,0,33,31,9,9,3324,83,651,21,85,4079
4496,Penela,2023,12,Coimbra,457,3628,1,0,0,20,13,19,6,3327,83,654,21,59,4085
4497,Penela,2024,1,Coimbra,385,3702,2,0,0,36,22,16,6,3333,83,654,17,82,4087
4498,Penela,2024,2,Coimbra,370,3704,1,0,0,18,14,8,2,3324,83,650,17,43,4074
4499,Penela,2024,3,Coimbra,361,3717,0,0,0,20,17,12,4,3326,83,652,17,53,4078
4500,Peniche,2022,3,Leiria,9218,14064,3,0,0,49,41,25,25,19060,142,3914,166,143,23282
4501,Peniche,2022,4,Leiria,9347,13933,7,0,0,102,100,54,52,19063,144,3914,159,315,23280
4502,Peniche,2022,5,Leiria,8808,14493,4,0,0,134,88,77,57,19066,144,3928,163,360,23301
4503,Peniche,2022,6,Leiria,9128,14201,0,0,0,148,115,61,54,19091,144,3930,164,378,23329
4504,Peniche,2022,7,Leiria,8752,14644,5,0,0,145,87,36,35,19115,144,3936,201,308,23396
4505,Peniche,2022,8,Leiria,8653,14735,5,1,0,177,148,64,47,19144,144,3941,159,442,23388
4506,Peniche,2022,9,Leiria,8335,15056,1,0,0,124,91,65,31,19141,144,3942,164,312,23391
4507,Peniche,2022,10,Leiria,8266,15137,21,0,0,107,93,60,36,19154,144,3943,162,317,23403
4508,Peniche,2022,11,Leiria,8538,14878,313,0,0,138,92,61,44,19162,144,3946,164,648,23416
